YYYYMM,CLIENT_ID,STATUS,AGE,PORTFOLIO_ID,CLIENT_TENURE
202512,C01954,Existing,45,P0091,164
202512,C01955,Existing,36,P0030,77
202512,C01956,Existing,40,P0038,173
202512,C01957,Existing,48,P0085,76
202512,C01958,Left,36,P0060,166
202512,C01959,Existing,37,P0038,72
202512,C01960,Existing,55,P0104,18
202512,C01961,Left,44,P0143,44
202512,C01962,Existing,46,P0146,163
202512,C01963,Existing,39,P0180,112
202512,C01964,Existing,20,P0029,3
202512,C01965,Existing,41,P0112,68
202512,C01966,Existing,43,P0188,74
202512,C01967,Existing,31,P0021,83
202512,C01968,Left,40,P0145,126
202512,C01969,Existing,47,P0146,78
202512,C01970,Existing,37,P0185,123
202512,C01971,Existing,32,P0119,2
202512,C01972,Existing,50,P0165,70
202512,C01973,Existing,38,P0060,175
202512,C01974,Existing,44,P0166,26
202512,C01975,Existing,21,P0140,83
202512,C01976,Left,23,P0113,80
202512,C01977,Existing,48,P0129,120
202512,C01978,Existing,49,P0058,146
202512,C01979,Left,37,P0003,107
202512,C01980,Existing,45,P0191,103
202512,C01981,Existing,35,P0149,105
202512,C01982,Existing,50,P0023,173
202512,C01983,Existing,25,P0137,115
202512,C01984,Existing,50,P0083,126
202512,C01985,Existing,64,P0055,68
202512,C01986,Existing,39,P0110,167
202512,C01987,Left,26,P0116,83
202512,C01988,Existing,28,P0147,101
202512,C01989,Existing,45,P0062,156
202512,C01990,Existing,64,P0087,11
202512,C01991,Existing,47,P0167,161
202512,C01992,Left,49,P0100,81
202512,C01993,Existing,39,P0027,69
202512,C01994,Existing,44,P0174,130
202512,C01995,Existing,24,P0034,44
202512,C01996,Existing,37,P0033,151
202512,C01997,Left,58,P0092,72
202512,C01998,Left,46,P0096,49
202512,C01999,Existing,50,P0178,85
202512,C02000,Existing,63,P0148,4
202512,C02001,Existing,44,P0168,164
202512,C02002,Existing,50,P0095,79
202512,C02003,Left,48,P0186,9
202512,C02004,Existing,38,P0159,118
202512,C02005,Existing,39,P0038,147
202512,C02006,Existing,39,P0173,17
202512,C02007,Left,41,P0041,92
202512,C02008,Existing,41,P0137,25
202512,C02009,Existing,46,P0137,110
202512,C02010,Existing,40,P0191,143
202512,C02011,Existing,38,P0079,104
202512,C02012,Existing,51,P0128,22
202512,C02013,Existing,41,P0022,76
202512,C02014,Existing,37,P0016,139
202512,C02015,Existing,35,P0032,69
202512,C02016,Existing,33,P0194,67
202512,C02018,Left,42,P0038,70
202512,C02019,Existing,53,P0098,65
202512,C02020,Existing,50,P0136,152
202512,C02021,Existing,33,P0021,81
202512,C02022,Existing,38,P0056,96
202512,C02023,Existing,47,P0046,105
202512,C02024,Existing,43,P0043,118
202512,C02025,Existing,58,P0120,22
202512,C02026,Existing,21,P0046,41
202512,C02027,Left,60,P0048,2
202512,C02028,Left,38,P0198,16
202512,C02029,Existing,48,P0084,175
202512,C02030,Left,64,P0031,54
202512,C02031,Existing,48,P0161,92
202512,C02032,Existing,43,P0172,81
202512,C02033,Existing,60,P0071,41
202512,C02034,Left,26,P0008,85
202512,C02035,Existing,31,P0130,91
202512,C02036,Left,38,P0145,154
202512,C02037,Existing,50,P0052,99
202512,C02038,Existing,38,P0045,171
202512,C02039,Existing,39,P0037,75
202512,C02040,Left,37,P0170,47
202512,C02041,Existing,37,P0044,78
202512,C02042,Existing,56,P0117,104
202512,C02043,Existing,35,P0038,119
202512,C02044,Existing,48,P0099,134
202512,C02045,Existing,50,P0124,177
202512,C02046,Existing,39,P0006,62
202512,C02047,Existing,42,P0068,94
202512,C02048,Existing,48,P0179,77
202512,C02049,Existing,40,P0101,169
202512,C02050,Existing,26,P0163,23
202512,C02051,Existing,34,P0186,40
202512,C02052,Existing,47,P0185,75
202512,C02053,Existing,44,P0134,106
202512,C02054,Left,31,P0013,42
202512,C02055,Existing,39,P0187,92
202512,C02056,Existing,48,P0030,178
202512,C02057,Left,44,P0100,124
202512,C02058,Existing,20,P0002,13
202512,C02059,Existing,40,P0058,94
202512,C02060,Existing,45,P0036,105
202512,C02061,Existing,36,P0072,85
202512,C02062,Left,55,P0173,25
202512,C02063,Existing,26,P0137,27
202512,C02064,Left,27,P0126,11
202512,C02065,Existing,49,P0193,94
202512,C02066,Existing,34,P0077,56
202512,C02067,Existing,42,P0050,67
202512,C02068,Left,38,P0032,100
202512,C02069,Left,43,P0098,22
202512,C02070,Existing,38,P0043,160
202512,C02071,Existing,49,P0125,150
202512,C02072,Left,27,P0095,60
202512,C02073,Existing,37,P0078,154
202512,C02074,Existing,56,P0054,10
202512,C02075,Existing,43,P0047,116
202512,C02076,Left,38,P0014,176
202512,C02077,Existing,41,P0176,114
202512,C02078,Left,27,P0055,81
202512,C02079,Existing,31,P0157,35
202512,C02080,Existing,37,P0175,74
202512,C02081,Left,61,P0063,33
202512,C02082,Existing,64,P0019,25
202512,C02083,Left,37,P0091,144
202512,C02084,Existing,30,P0137,61
202512,C02085,Existing,46,P0101,70
202512,C02086,Existing,45,P0037,141
202512,C02087,Left,59,P0107,102
202512,C02088,Existing,64,P0092,111
202512,C02089,Existing,40,P0052,60
202512,C02090,Existing,47,P0185,125
202512,C02091,Existing,64,P0028,31
202512,C02092,Existing,41,P0036,111
202512,C02093,Existing,50,P0116,78
202512,C02094,Existing,45,P0064,162
202512,C02095,Existing,21,P0018,54
202512,C02096,Existing,27,P0089,43
202512,C02097,Left,41,P0163,5
202512,C02098,Existing,46,P0196,136
202512,C02099,Existing,44,P0078,62
202512,C02100,Existing,42,P0167,136
202512,C02101,Existing,64,P0090,101
202512,C02102,Existing,36,P0008,92
202512,C02103,Existing,48,P0015,128
202512,C02104,Existing,45,P0007,93
202512,C02105,Existing,36,P0017,101
202512,C02106,Existing,45,P0086,137
202512,C02107,Existing,50,P0118,174
202512,C02108,Existing,37,P0064,130
202512,C02109,Left,54,P0012,25
202512,C02110,Existing,38,P0056,60
202512,C02111,Existing,41,P0174,70
202512,C02112,Existing,53,P0175,103
202512,C02113,Existing,44,P0101,103
202512,C02114,Existing,45,P0016,123
202512,C02115,Existing,57,P0197,58
202512,C02116,Left,27,P0002,101
202512,C02117,Left,41,P0128,70
202512,C02118,Existing,55,P0092,108
202512,C02119,Left,36,P0105,22
202512,C02120,Existing,43,P0182,135
202512,C02121,Left,50,P0155,81
202512,C02122,Existing,49,P0031,19
202512,C02123,Existing,50,P0169,70
202512,C02124,Existing,64,P0164,68
202512,C02125,Existing,43,P0047,179
202512,C02126,Existing,40,P0043,130
202512,C02127,Existing,50,P0065,144
202512,C02128,Existing,42,P0050,176
202512,C02129,Existing,40,P0001,80
202512,C02130,Existing,44,P0200,28
202512,C02131,Existing,49,P0185,175
202512,C02132,Existing,38,P0144,179
202512,C02133,Existing,57,P0122,51
202512,C02134,Existing,56,P0028,31
202512,C02135,Existing,36,P0086,149
202512,C02136,Existing,30,P0082,95
202512,C02137,Existing,42,P0022,61
202512,C02138,Existing,48,P0041,110
202512,C02139,Left,42,P0076,100
202512,C02140,Existing,32,P0147,106
202512,C02141,Left,55,P0089,80
202512,C02142,Existing,45,P0178,142
202512,C02143,Existing,37,P0059,138
202512,C02144,Existing,47,P0069,128
202512,C02145,Left,37,P0162,51
202512,C02146,Existing,45,P0167,123
202512,C02147,Existing,43,P0123,100
202512,C02148,Existing,39,P0074,92
202512,C02149,Existing,45,P0007,179
202512,C02150,Existing,42,P0101,178
202512,C02151,Existing,40,P0111,83
202512,C02152,Existing,48,P0180,154
202512,C02153,Left,50,P0188,53
202512,C02154,Left,39,P0052,72
202512,C02155,Existing,37,P0024,80
202512,C02156,Left,47,P0026,103
202512,C02157,Existing,38,P0125,173
202512,C02158,Existing,47,P0090,60
202512,C02159,Left,34,P0122,16
202512,C02160,Existing,50,P0010,63
202512,C02161,Existing,45,P0017,65
202512,C02162,Existing,35,P0002,62
202512,C02163,Existing,46,P0112,78
202512,C02164,Existing,45,P0027,91
202512,C02165,Existing,56,P0071,31
202512,C02166,Existing,41,P0176,78
202512,C02167,Existing,47,P0118,155
202512,C02168,Left,20,P0009,85
202512,C02169,Existing,45,P0086,103
202512,C02170,Left,43,P0023,89
202512,C02171,Existing,45,P0199,84
202512,C02172,Existing,41,P0073,90
202512,C02173,Existing,41,P0027,109
202512,C02174,Left,20,P0093,110
202512,C02175,Existing,61,P0081,64
202512,C02176,Existing,40,P0084,76
202512,C02177,Left,27,P0199,118
202512,C02178,Existing,39,P0043,114
202512,C02179,Existing,40,P0007,129
202512,C02180,Existing,41,P0092,40
202512,C02181,Left,36,P0083,68
202512,C02182,Existing,38,P0191,102
202512,C02183,Existing,48,P0084,85
202512,C02184,Existing,55,P0044,102
202512,C02185,Existing,40,P0167,62
202512,C02186,Existing,37,P0040,23
202512,C02187,Existing,42,P0135,36
202512,C02188,Existing,37,P0198,95
202512,C02189,Existing,63,P0025,44
202512,C02190,Existing,50,P0059,111
202512,C02191,Left,29,P0141,39
202512,C02192,Left,46,P0103,70
202512,C02193,Existing,39,P0086,62
202512,C02194,Existing,40,P0112,63
202512,C02195,Existing,38,P0086,147
202512,C02196,Existing,35,P0098,32
202512,C02197,Existing,46,P0062,75
202512,C02198,Left,24,P0008,12
202512,C02199,Left,61,P0113,17
202512,C02200,Existing,59,P0173,104
202512,C02201,Existing,38,P0146,168
202512,C02202,Existing,43,P0060,75
202512,C02203,Existing,41,P0060,145
202512,C02204,Existing,48,P0106,104
202512,C02205,Left,57,P0002,24
202512,C02206,Existing,59,P0194,46
202512,C02207,Existing,48,P0091,178
202512,C02208,Existing,36,P0014,71
202512,C02209,Existing,37,P0048,61
202512,C02210,Existing,46,P0103,163
202512,C02211,Existing,43,P0056,115
202512,C02212,Existing,35,P0012,50
202512,C02213,Existing,56,P0055,53
202512,C02214,Existing,42,P0156,161
202512,C02215,Existing,50,P0110,143
202512,C02216,Existing,63,P0004,45
202512,C02217,Existing,55,P0036,23
202512,C02218,Existing,42,P0178,131
202512,C02219,Existing,62,P0131,18
202512,C02220,Existing,35,P0001,60
202512,C02221,Existing,48,P0017,95
202512,C02222,Left,35,P0199,17
202512,C02223,Existing,38,P0062,158
202512,C02224,Existing,50,P0048,73
202512,C02225,Existing,43,P0062,110
202512,C02226,Existing,48,P0069,165
202512,C02227,Existing,59,P0147,66
202512,C02228,Left,39,P0103,176
202512,C02229,Existing,50,P0110,131
202512,C02230,Existing,45,P0162,62
202512,C02231,Left,23,P0177,33
202512,C02232,Existing,52,P0175,28
202512,C02233,Existing,38,P0091,125
202512,C02234,Existing,30,P0114,35
202512,C02235,Existing,45,P0178,133
202512,C02236,Existing,42,P0089,34
202512,C02237,Left,51,P0154,16
202512,C02238,Existing,47,P0056,112
202512,C02239,Existing,48,P0078,135
202512,C02240,Existing,50,P0014,139
202512,C02241,Existing,21,P0025,23
202512,C02242,Existing,48,P0132,166
202512,C02243,Existing,41,P0032,152
202512,C02244,Left,36,P0082,9
202512,C02245,Left,38,P0078,133
202512,C02246,Existing,52,P0193,32
202512,C02247,Existing,35,P0106,123
202512,C02248,Left,42,P0189,26
202512,C02249,Existing,46,P0020,164
202512,C02250,Existing,28,P0074,94
202512,C02251,Left,61,P0010,80
202512,C02252,Existing,43,P0123,61
202512,C02253,Existing,62,P0034,19
202512,C02254,Existing,30,P0189,78
202512,C02255,Existing,26,P0155,79
202512,C02256,Left,50,P0040,88
202512,C02257,Existing,27,P0193,30
202512,C02258,Existing,33,P0127,29
202512,C02259,Existing,50,P0033,109
202512,C02260,Existing,46,P0196,93
202512,C02261,Existing,30,P0071,97
202512,C02262,Left,43,P0137,50
202512,C02263,Existing,39,P0144,134
202512,C02264,Existing,37,P0133,177
202512,C02265,Existing,59,P0098,55
202512,C02266,Existing,44,P0124,102
202512,C02267,Left,62,P0151,15
202512,C02268,Existing,48,P0043,156
202512,C02269,Existing,37,P0114,12
202512,C02270,Left,48,P0089,21
202512,C02271,Existing,45,P0185,71
202512,C02272,Existing,33,P0179,74
202512,C02273,Existing,49,P0013,111
202512,C02274,Existing,29,P0128,19
202512,C02275,Existing,41,P0152,118
202512,C02276,Existing,47,P0139,118
202512,C02277,Existing,23,P0052,97
202512,C02278,Existing,47,P0017,126
202512,C02279,Existing,41,P0165,120
202512,C02280,Existing,55,P0013,2
202512,C02281,Existing,43,P0190,154
202512,C02282,Existing,47,P0084,73
202512,C02283,Existing,28,P0097,111
202512,C02284,Existing,45,P0106,115
202512,C02285,Existing,44,P0096,113
202512,C02286,Left,30,P0008,101
202512,C02287,Left,26,P0056,34
202512,C02288,Existing,61,P0104,89
202512,C02289,Existing,47,P0083,114
202512,C02290,Left,56,P0198,15
202512,C02291,Left,23,P0044,78
202512,C02292,Left,36,P0188,21
202512,C02293,Existing,43,P0103,125
202512,C02294,Existing,37,P0112,147
202512,C02295,Existing,37,P0169,177
202512,C02296,Existing,48,P0149,160
202512,C02297,Left,37,P0042,86
202512,C02298,Existing,21,P0157,96
202512,C02299,Existing,20,P0193,9
202512,C02300,Existing,39,P0145,117
202512,C02301,Existing,41,P0030,122
202512,C02302,Existing,29,P0026,89
202512,C02303,Left,44,P0181,85
202512,C02304,Existing,35,P0125,99
202512,C02305,Existing,54,P0019,75
202512,C02306,Existing,34,P0053,45
202512,C02307,Existing,37,P0085,134
202512,C02308,Existing,36,P0017,86
202512,C02309,Existing,46,P0174,71
202512,C02310,Left,47,P0104,77
202512,C02311,Existing,47,P0181,86
202512,C02312,Existing,48,P0105,29
202512,C02313,Left,43,P0104,106
202512,C02314,Existing,50,P0192,39
202512,C02315,Existing,51,P0173,115
202512,C02316,Left,48,P0177,52
202512,C02317,Existing,54,P0147,70
202512,C02318,Existing,47,P0124,170
202512,C02319,Left,28,P0199,19
202512,C02320,Existing,60,P0081,28
202512,C02321,Existing,57,P0193,40
202512,C02322,Left,40,P0037,128
202512,C02323,Existing,44,P0121,65
202512,C02324,Existing,23,P0070,58
202512,C02325,Existing,33,P0154,97
202512,C02326,Existing,30,P0130,103
202512,C02327,Existing,35,P0059,85
202512,C02328,Existing,45,P0118,101
202512,C02329,Existing,50,P0133,84
202512,C02330,Existing,43,P0037,63
202512,C02331,Existing,50,P0031,11
202512,C02332,Existing,45,P0099,176
202512,C02333,Existing,41,P0094,65
202512,C02334,Existing,38,P0176,131
202512,C02335,Left,38,P0006,161
202512,C02336,Existing,46,P0015,102
202512,C02337,Existing,23,P0143,13
202512,C02338,Existing,64,P0189,25
202512,C02339,Existing,50,P0016,98
202512,C02340,Left,36,P0020,128
202512,C02341,Left,32,P0077,112
202512,C02342,Existing,50,P0044,99
202512,C02343,Existing,54,P0170,45
202512,C02344,Left,26,P0046,69
202512,C02345,Existing,27,P0095,8
202512,C02346,Left,38,P0162,103
202512,C02347,Existing,44,P0064,91
202512,C02348,Left,23,P0157,30
202512,C02349,Existing,58,P0131,5
202512,C02350,Left,47,P0009,22
202512,C02351,Left,36,P0153,88
202512,C02352,Existing,32,P0042,71
202512,C02353,Existing,38,P0174,118
202512,C02354,Existing,38,P0073,171
202512,C02355,Existing,43,P0084,87
202512,C02356,Existing,41,P0059,109
202512,C02357,Left,56,P0021,118
202512,C02358,Existing,42,P0150,74
202512,C02359,Existing,25,P0157,23
202512,C02360,Existing,48,P0063,23
202512,C02361,Existing,35,P0073,136
202512,C02362,Existing,37,P0061,168
202512,C02363,Existing,35,P0064,160
202512,C02364,Existing,38,P0069,90
202512,C02365,Existing,35,P0168,170
202512,C02366,Existing,43,P0129,68
202512,C02367,Existing,46,P0106,149
202512,C02368,Existing,42,P0065,106
202512,C02369,Left,56,P0122,56
202512,C02370,Existing,50,P0062,166
202512,C02371,Existing,37,P0182,178
202512,C02372,Existing,44,P0103,137
202512,C02373,Existing,44,P0060,75
202512,C02374,Existing,47,P0046,7
202512,C02375,Existing,46,P0005,164
202512,C02376,Existing,29,P0113,15
202512,C02377,Existing,36,P0150,105
202512,C02378,Existing,47,P0181,120
202512,C02379,Left,62,P0070,44
202512,C02380,Existing,41,P0160,79
202512,C02381,Existing,38,P0011,64
202512,C02382,Left,34,P0138,91
202512,C02383,Left,38,P0167,161
202512,C02384,Existing,44,P0098,22
202512,C02385,Existing,56,P0031,34
202512,C02386,Left,25,P0012,59
202512,C02387,Existing,57,P0108,13
202512,C02388,Existing,35,P0080,171
202512,C02389,Left,37,P0166,48
202512,C02390,Existing,45,P0067,65
202512,C02391,Existing,33,P0194,30
202512,C02392,Left,27,P0052,54
202512,C02393,Existing,38,P0133,133
202512,C02394,Existing,42,P0139,112
202512,C02395,Existing,29,P0025,92
202512,C02396,Existing,20,P0035,22
202512,C02397,Existing,34,P0163,74
202512,C02398,Existing,36,P0022,107
202512,C02399,Left,43,P0165,179
202512,C02400,Existing,36,P0183,106
202512,C02401,Left,46,P0096,51
202512,C02402,Existing,29,P0117,30
202512,C02403,Existing,53,P0200,73
202512,C02404,Left,31,P0192,47
202512,C02405,Existing,38,P0020,65
202512,C02406,Left,47,P0106,159
202512,C02407,Existing,60,P0004,31
202512,C02408,Existing,20,P0018,4
202512,C02409,Existing,20,P0051,52
202512,C02410,Left,47,P0196,109
202512,C02411,Existing,49,P0020,143
202512,C02412,Left,59,P0122,33
202512,C02413,Left,63,P0137,114
202512,C02414,Existing,46,P0080,143
202512,C02415,Existing,53,P0154,14
202512,C02416,Existing,34,P0102,17
202512,C02417,Existing,28,P0025,27
202512,C02418,Existing,39,P0196,87
202512,C02419,Existing,38,P0169,144
202512,C02420,Left,37,P0059,96
202512,C02421,Left,39,P0045,110
202512,C02422,Existing,50,P0041,71
202512,C02423,Existing,50,P0038,73
202512,C02424,Existing,20,P0117,116
202512,C02425,Existing,51,P0019,21
202512,C02427,Existing,31,P0127,30
202512,C02428,Existing,46,P0149,159
202512,C02429,Existing,20,P0143,14
202512,C02430,Left,63,P0003,102
202512,C02431,Existing,47,P0037,168
202512,C02432,Existing,26,P0117,32
202512,C02433,Existing,49,P0174,75
202512,C02434,Existing,43,P0016,137
202512,C02435,Existing,48,P0142,179
202512,C02436,Left,22,P0009,91
202512,C02437,Existing,45,P0007,160
202512,C02438,Existing,46,P0142,165
202512,C02439,Existing,50,P0134,91
202512,C02440,Existing,47,P0015,121
202512,C02441,Left,36,P0180,160
202512,C02442,Existing,50,P0072,169
202512,C02443,Left,23,P0162,71
202512,C02444,Existing,53,P0104,100
202512,C02445,Existing,49,P0129,175
202512,C02446,Left,59,P0096,93
202512,C02447,Existing,33,P0122,50
202512,C02448,Left,44,P0115,54
202512,C02449,Existing,35,P0197,11
202512,C02450,Left,54,P0148,23
202512,C02451,Existing,50,P0080,94
202512,C02452,Existing,41,P0007,128
202512,C02453,Existing,25,P0135,87
202512,C02454,Existing,36,P0050,141
202512,C02455,Existing,24,P0130,46
202512,C02456,Left,35,P0047,69
202512,C02457,Existing,46,P0014,149
202512,C02458,Existing,31,P0031,2
202512,C02459,Existing,43,P0050,92
202512,C02460,Existing,58,P0189,36
202512,C02461,Existing,38,P0041,85
202512,C02462,Left,35,P0014,97
202512,C02463,Existing,48,P0133,101
202512,C02464,Existing,42,P0005,178
202512,C02465,Existing,43,P0192,83
202512,C02466,Left,23,P0157,109
202512,C02467,Existing,48,P0005,129
202512,C02468,Left,47,P0113,40
202512,C02469,Existing,44,P0118,177
202512,C02470,Left,56,P0096,41
202512,C02471,Left,47,P0036,41
202512,C02472,Existing,47,P0079,137
202512,C02473,Existing,59,P0019,34
202512,C02474,Existing,61,P0192,14
202512,C02475,Existing,40,P0022,157
202512,C02476,Existing,64,P0162,112
202512,C02477,Existing,61,P0056,17
202512,C02478,Existing,50,P0017,160
202512,C02479,Left,58,P0184,94
202512,C02480,Existing,42,P0017,159
202512,C02481,Existing,39,P0146,160
202512,C02482,Existing,38,P0173,101
202512,C02483,Existing,41,P0078,99
202512,C02484,Existing,46,P0056,82
202512,C02485,Existing,36,P0080,75
202512,C02486,Existing,35,P0050,119
202512,C02487,Existing,35,P0058,104
202512,C02488,Left,59,P0018,64
202512,C02489,Left,25,P0135,60
202512,C02490,Left,40,P0076,99
202512,C02491,Existing,48,P0010,27
202512,C02492,Existing,41,P0069,166
202512,C02493,Existing,39,P0085,74
202512,C02494,Left,23,P0131,69
202512,C02495,Existing,38,P0083,74
202512,C02496,Existing,42,P0109,116
202512,C02497,Existing,41,P0044,113
202512,C02498,Existing,27,P0198,41
202512,C02499,Left,35,P0142,170
202512,C02500,Existing,46,P0132,97
202512,C02501,Left,56,P0018,56
202512,C02502,Existing,44,P0093,54
202512,C02503,Existing,43,P0180,106
202512,C02504,Existing,41,P0038,74
202512,C02505,Existing,27,P0148,44
202512,C02506,Existing,38,P0172,86
202512,C02507,Existing,59,P0051,81
202512,C02508,Existing,32,P0019,68
202512,C02509,Existing,44,P0120,86
202512,C02510,Left,36,P0068,40
202512,C02511,Existing,24,P0066,85
202512,C02512,Existing,59,P0141,85
202512,C02513,Existing,38,P0190,161
202512,C02514,Existing,27,P0189,73
202512,C02515,Existing,60,P0158,77
202512,C02516,Left,46,P0098,106
202512,C02517,Left,62,P0158,24
202512,C02518,Existing,61,P0179,11
202512,C02519,Left,27,P0088,17
202512,C02520,Existing,50,P0176,138
202512,C02521,Existing,47,P0033,109
202512,C02522,Existing,56,P0105,78
202512,C02523,Existing,54,P0074,81
202512,C02524,Existing,46,P0082,108
202512,C02525,Existing,21,P0019,68
202512,C02526,Left,40,P0071,63
202512,C02527,Existing,36,P0057,149
202512,C02528,Existing,47,P0147,29
202512,C02529,Existing,46,P0079,119
202512,C02530,Left,44,P0169,64
202512,C02531,Existing,28,P0042,32
202512,C02532,Existing,39,P0180,74
202512,C02533,Left,55,P0116,84
202512,C02534,Existing,41,P0004,64
202512,C02535,Existing,50,P0004,17
202512,C02536,Existing,41,P0005,142
202512,C02537,Existing,45,P0041,72
202512,C02538,Left,39,P0108,60
202512,C02539,Existing,24,P0087,63
202512,C02540,Existing,20,P0104,99
202512,C02541,Existing,55,P0117,71
202512,C02542,Existing,45,P0101,77
202512,C02543,Existing,43,P0189,11
202512,C02544,Existing,37,P0075,79
202512,C02545,Existing,52,P0183,34
202512,C02546,Left,28,P0075,40
202512,C02547,Existing,46,P0013,111
202512,C02548,Existing,41,P0142,112
202512,C02549,Existing,39,P0188,53
202512,C02550,Existing,62,P0200,100
202512,C02551,Left,53,P0025,81
202512,C02552,Existing,20,P0115,106
202512,C02553,Existing,49,P0172,144
202512,C02554,Existing,42,P0082,117
202512,C02555,Existing,55,P0010,114
202512,C02556,Left,21,P0199,18
202512,C02557,Existing,42,P0050,157
202512,C02558,Existing,50,P0172,103
202512,C02559,Existing,46,P0142,75
202512,C02560,Existing,36,P0015,179
202512,C02561,Existing,38,P0016,111
202512,C02562,Existing,50,P0002,26
202512,C02563,Existing,53,P0158,95
202512,C02564,Existing,42,P0030,71
202512,C02565,Left,53,P0082,77
202512,C02566,Left,40,P0031,41
202512,C02567,Left,40,P0077,28
202512,C02568,Existing,33,P0148,79
202512,C02569,Existing,62,P0177,71
202512,C02570,Existing,46,P0114,18
202512,C02571,Existing,20,P0035,102
202512,C02572,Existing,47,P0023,168
202512,C02573,Existing,37,P0106,146
202512,C02574,Existing,47,P0097,32
202512,C02575,Existing,45,P0115,14
202512,C02576,Left,47,P0100,127
202512,C02577,Existing,33,P0189,27
202512,C02578,Left,22,P0055,94
202512,C02579,Existing,41,P0195,77
202512,C02580,Left,59,P0008,74
202512,C02581,Existing,39,P0168,100
202512,C02582,Existing,35,P0059,100
202512,C02583,Existing,33,P0128,101
202512,C02584,Existing,44,P0032,149
202512,C02585,Left,43,P0093,87
202512,C02586,Existing,46,P0007,117
202512,C02587,Existing,37,P0002,80
202512,C02588,Existing,36,P0085,137
202512,C02589,Existing,36,P0134,176
202512,C02590,Existing,43,P0106,163
202512,C02591,Existing,36,P0036,87
202512,C02592,Existing,41,P0160,82
202512,C02593,Existing,50,P0045,165
202512,C02594,Existing,55,P0042,22
202512,C02595,Existing,59,P0053,105
202512,C02596,Existing,41,P0110,132
202512,C02597,Existing,53,P0009,73
202512,C02598,Left,23,P0087,46
202512,C02599,Existing,30,P0114,98
202512,C02600,Existing,54,P0075,69
202512,C02601,Left,30,P0177,12
202512,C02602,Existing,38,P0130,77
202512,C02603,Existing,46,P0195,118
202512,C02604,Existing,42,P0011,81
202512,C02605,Existing,39,P0050,144
202512,C02606,Left,48,P0163,101
202512,C02607,Existing,45,P0122,75
202512,C02608,Left,53,P0143,83
202512,C02609,Left,56,P0075,78
202512,C02610,Left,56,P0031,21
202512,C02611,Left,60,P0092,12
202512,C02612,Existing,49,P0190,172
202512,C02613,Existing,37,P0156,172
202512,C02614,Existing,43,P0153,72
202512,C02615,Existing,33,P0092,72
202512,C02616,Existing,43,P0153,179
202512,C02617,Existing,42,P0075,21
202512,C02618,Left,33,P0092,80
202512,C02619,Existing,38,P0129,91
202512,C02620,Existing,30,P0187,60
202512,C02621,Existing,45,P0197,110
202512,C02622,Left,52,P0042,64
202512,C02623,Existing,41,P0110,133
202512,C02624,Left,29,P0162,99
202512,C02625,Left,61,P0194,72
202512,C02626,Existing,37,P0018,73
202512,C02627,Existing,49,P0077,4
202512,C02628,Existing,48,P0133,112
202512,C02629,Existing,50,P0020,143
202512,C02630,Existing,40,P0194,31
202512,C02631,Left,26,P0127,77
202512,C02632,Existing,27,P0075,76
202512,C02633,Left,44,P0062,88
202512,C02634,Existing,39,P0032,92
202512,C02635,Existing,60,P0186,18
202512,C02636,Existing,49,P0178,75
202512,C02637,Existing,56,P0166,14
202512,C02638,Existing,49,P0183,60
202512,C02639,Left,55,P0028,30
202512,C02640,Left,42,P0074,48
202512,C02641,Existing,26,P0081,42
202512,C02642,Left,46,P0022,161
202512,C02643,Existing,52,P0171,104
202512,C02644,Existing,51,P0164,48
202512,C02645,Left,45,P0096,103
202512,C02646,Existing,22,P0122,24
202512,C02647,Existing,36,P0123,143
202512,C02648,Existing,61,P0052,20
202512,C02649,Left,57,P0164,20
202512,C02650,Existing,43,P0156,101
202512,C02651,Existing,43,P0078,100
202512,C02652,Existing,62,P0186,46
202512,C02653,Existing,29,P0164,51
202512,C02654,Left,28,P0070,97
202512,C02655,Left,49,P0137,100
202512,C02656,Left,25,P0021,79
202512,C02657,Existing,38,P0064,145
202512,C02658,Existing,48,P0076,93
202512,C02659,Existing,47,P0061,125
202512,C02660,Existing,28,P0095,22
202512,C02661,Existing,56,P0040,10
202512,C02662,Existing,36,P0184,67
202512,C02663,Existing,56,P0004,36
202512,C02664,Left,32,P0031,105
202512,C02665,Left,26,P0155,94
202512,C02666,Left,29,P0186,33
202512,C02667,Left,47,P0153,88
202512,C02668,Left,35,P0069,174
202512,C02669,Existing,51,P0070,109
202512,C02670,Existing,37,P0005,118
202512,C02671,Left,20,P0115,110
202512,C02672,Existing,38,P0091,97
202512,C02673,Left,60,P0008,31
202512,C02674,Existing,60,P0009,54
202512,C02675,Existing,49,P0015,88
202512,C02676,Existing,22,P0105,58
202512,C02677,Existing,40,P0007,79
202512,C02678,Existing,48,P0072,72
202512,C02679,Left,34,P0115,110
202512,C02680,Existing,47,P0015,134
202512,C02681,Existing,48,P0165,75
202512,C02682,Existing,50,P0083,162
202512,C02683,Left,23,P0039,62
202512,C02684,Existing,44,P0134,75
202512,C02685,Existing,48,P0057,136
202512,C02686,Left,20,P0092,69
202512,C02687,Existing,30,P0081,34
202512,C02688,Existing,37,P0147,79
202512,C02689,Existing,49,P0127,109
202512,C02690,Existing,42,P0191,150
202512,C02691,Existing,49,P0159,91
202512,C02692,Existing,33,P0075,91
202512,C02693,Existing,37,P0079,136
202512,C02694,Existing,20,P0010,39
202512,C02695,Existing,24,P0107,2
202512,C02696,Existing,48,P0087,117
202512,C02697,Existing,43,P0067,123
202512,C02698,Existing,44,P0062,135
