YYYYMM,ACCOUNT_ID,ACCOUNT_TYPE,ACCOUNT_BALANCE_NEW
202512,A02003,mortgage,159596.5
202512,A02004,investment,197783.19
202512,A02005,lending,45453.28
202512,A02006,chequing,6959.64
202512,A02007,saving,28703.42
202512,A02008,investment,417540.87
202512,A02009,saving,17699.97
202512,A02010,investment,929272.63
202512,A02011,mortgage,120121.87
202512,A02012,chequing,4580.89
202512,A02013,mortgage,71044.14
202512,A02014,investment,333201.8
202512,A02015,chequing,18571.91
202512,A02016,lending,46984.15
202512,A02017,investment,84922.56
202512,A02018,investment,6091.72
202512,A02019,lending,49357.03
202512,A02020,lending,38154.54
202512,A02021,chequing,6222.15
202512,A02022,chequing,9062.33
202512,A02023,chequing,8797.94
202512,A02024,lending,48819.76
202512,A02025,investment,869884.37
202512,A02026,mortgage,285551.94
202512,A02027,chequing,9846.83
202512,A02028,card,-2244.5
202512,A02029,chequing,9366.13
202512,A02030,investment,198016.33
202512,A02031,investment,217113.99
202512,A02032,investment,438650.36
202512,A02033,chequing,17583.97
202512,A02034,investment,192271.88
202512,A02035,investment,361836.67
202512,A02036,mortgage,0
202512,A02037,mortgage,283725.61
202512,A02038,mortgage,64086.27
202512,A02039,saving,19882.69
202512,A02040,investment,938192.76
202512,A02041,mortgage,331638.33
202512,A02042,investment,649181.19
202512,A02043,investment,213355.47
202512,A02044,investment,903310.66
202512,A02045,investment,223654.15
202512,A02046,saving,32089.58
202512,A02047,chequing,9379.2
202512,A02048,investment,904848.69
202512,A02049,saving,0
202512,A02050,card,-639.98
202512,A02051,investment,344504.85
202512,A02052,card,-2497.64
202512,A02053,investment,583882.72
202512,A02054,investment,14488.21
202512,A02055,investment,317479.07
202512,A02056,mortgage,142488.97
202512,A02057,mortgage,0
202512,A02058,saving,14011.56
202512,A02059,card,-1052.39
202512,A02060,chequing,7050.08
202512,A02061,card,-3931.75
202512,A02062,mortgage,185305.41
202512,A02063,chequing,6915.28
202512,A02064,investment,34920.97
202512,A02065,lending,0
202512,A02066,investment,0
202512,A02067,investment,0
202512,A02068,investment,957200.19
202512,A02069,lending,9652.88
202512,A02070,chequing,12072.12
202512,A02071,lending,0
202512,A02072,chequing,17947.02
202512,A02073,saving,12723.48
202512,A02074,investment,201326.35
202512,A02075,chequing,15838.69
202512,A02076,investment,834801.94
202512,A02077,investment,451248.32
202512,A02078,saving,14287.9
202512,A02079,investment,0
202512,A02080,mortgage,394084.54
202512,A02081,investment,262529.29
202512,A02082,chequing,14506.94
202512,A02083,card,-4103.2
202512,A02084,chequing,200.67
202512,A02085,saving,32959.74
202512,A02086,investment,990730.14
202512,A02087,saving,0
202512,A02088,chequing,12955.99
202512,A02089,investment,76027.32
202512,A02090,chequing,12847.3
202512,A02091,investment,708060.08
202512,A02092,lending,34836.49
202512,A02093,investment,742408.59
202512,A02094,investment,889232.95
202512,A02095,investment,607212.41
202512,A02096,card,-1718.61
202512,A02097,chequing,4205.12
202512,A02098,investment,35127.62
202512,A02099,mortgage,470142.55
202512,A02100,saving,34665.61
202512,A02101,investment,306470.77
202512,A02102,investment,132481.02
202512,A02103,investment,987184.31
202512,A02104,investment,0
202512,A02105,saving,11705.62
202512,A02106,saving,0
202512,A02107,chequing,9075.5
202512,A02108,mortgage,119195.49
202512,A02109,investment,65998.82
202512,A02110,saving,15124.67
202512,A02111,investment,208011.89
202512,A02112,lending,0
202512,A02113,chequing,6498.08
202512,A02114,investment,350932.15
202512,A02115,lending,26016.96
202512,A02116,investment,62413.22
202512,A02117,card,-2815.87
202512,A02118,chequing,13024.9
202512,A02119,mortgage,176337.68
202512,A02120,investment,363822.49
202512,A02121,lending,33665.89
202512,A02122,investment,446115.79
202512,A02123,lending,8374.11
202512,A02124,investment,765113.76
202512,A02125,mortgage,119422.09
202512,A02126,chequing,8025.35
202512,A02127,chequing,4810.13
202512,A02128,investment,126700.35
202512,A02129,saving,14779.21
202512,A02130,investment,741667.66
202512,A02131,investment,238883.12
202512,A02132,investment,0
202512,A02133,lending,35903.79
202512,A02134,mortgage,81921.28
202512,A02135,investment,807645.98
202512,A02136,investment,50317.9
202512,A02137,investment,46094.94
202512,A02138,investment,435409.62
202512,A02139,saving,31623.95
202512,A02140,investment,431551.55
202512,A02141,saving,32691.34
202512,A02142,investment,900850.3
202512,A02143,saving,4834.94
202512,A02144,investment,652790.67
202512,A02145,saving,2135.89
202512,A02146,investment,0
202512,A02147,chequing,7704.98
202512,A02148,mortgage,0
202512,A02149,investment,869183.37
202512,A02150,investment,0
202512,A02151,investment,0
202512,A02152,investment,355254.95
202512,A02153,lending,18377.88
202512,A02154,mortgage,226049.6
202512,A02155,investment,603534.48
202512,A02156,saving,6345.98
202512,A02157,lending,11571.85
202512,A02158,investment,941016.86
202512,A02159,investment,219470.44
202512,A02160,chequing,13734.14
202512,A02161,saving,11580.87
202512,A02162,saving,0
202512,A02163,investment,869815.19
202512,A02164,chequing,0
202512,A02165,investment,0
202512,A02166,investment,218548.64
202512,A02167,saving,42840.82
202512,A02168,investment,42064.4
202512,A02169,investment,489492.96
202512,A02170,lending,28990.12
202512,A02171,investment,624302.91
202512,A02172,card,-2038.14
202512,A02173,mortgage,414295.29
202512,A02174,investment,45540.94
202512,A02175,chequing,19581.42
202512,A02176,saving,9464.58
202512,A02177,saving,2649.64
202512,A02178,lending,9531.2
202512,A02179,lending,30951.18
202512,A02180,chequing,4077.21
202512,A02181,investment,575092.07
202512,A02182,investment,46373.38
202512,A02183,investment,961582.82
202512,A02184,card,-4821.39
202512,A02185,investment,917771.55
202512,A02186,lending,3590.86
202512,A02187,investment,54187.22
202512,A02188,investment,844956.16
202512,A02189,investment,71344.65
202512,A02190,chequing,8157.97
202512,A02191,lending,0
202512,A02192,investment,0
202512,A02193,investment,546267.59
202512,A02194,mortgage,256035.33
202512,A02195,chequing,0
202512,A02196,lending,28362.12
202512,A02197,investment,182754.7
202512,A02198,investment,581170.03
202512,A02199,investment,727550.28
202512,A02200,card,-4516.92
202512,A02201,investment,34535.62
202512,A02202,chequing,7573.61
202512,A02203,card,-24.44
202512,A02204,chequing,3882.79
202512,A02205,investment,0
202512,A02206,investment,913172.91
202512,A02207,chequing,201.61
202512,A02208,saving,4713.96
202512,A02209,investment,996209.89
202512,A02210,investment,729048.21
202512,A02211,mortgage,419246.25
202512,A02212,chequing,4316.21
202512,A02213,investment,647148.58
202512,A02214,chequing,442.16
202512,A02215,saving,44877.97
202512,A02216,card,-2666.82
202512,A02217,lending,29339.65
202512,A02218,card,-1969.48
202512,A02219,chequing,9403.29
202512,A02220,card,-1408.5
202512,A02221,investment,956847.02
202512,A02222,chequing,17759.48
202512,A02223,investment,495368.88
202512,A02224,card,-1540.83
202512,A02225,lending,48775.8
202512,A02226,saving,3881.39
202512,A02227,investment,513332.55
202512,A02228,investment,68734.09
202512,A02229,investment,231522.12
202512,A02230,investment,28448.27
202512,A02231,investment,797131.93
202512,A02232,chequing,8558.05
202512,A02233,saving,35897.59
202512,A02234,investment,277593.92
202512,A02235,investment,988694.43
202512,A02236,investment,346698.92
202512,A02237,chequing,15678.96
202512,A02238,lending,25569.37
202512,A02239,investment,85618
202512,A02240,mortgage,195226.36
202512,A02241,mortgage,0
202512,A02242,saving,15639.47
202512,A02243,investment,885287.6
202512,A02244,investment,556369.31
202512,A02245,chequing,7719.14
202512,A02246,card,-2572.98
202512,A02247,investment,717463.78
202512,A02248,card,-2798.33
202512,A02249,card,0
202512,A02250,investment,797873.63
202512,A02251,investment,95241.71
202512,A02252,chequing,2860.91
202512,A02253,investment,907197.98
202512,A02254,investment,9658.22
202512,A02255,investment,893516.79
202512,A02256,saving,14138.75
202512,A02257,saving,0
202512,A02258,investment,68169.84
202512,A02259,investment,466550.04
202512,A02260,saving,10030.85
202512,A02261,investment,0
202512,A02262,saving,27814.6
202512,A02263,card,-483.14
202512,A02264,investment,65304.13
202512,A02265,chequing,3943.14
202512,A02266,investment,77949.92
202512,A02267,card,-3617.75
202512,A02268,lending,17977.55
202512,A02269,lending,0
202512,A02270,investment,255534.67
202512,A02271,chequing,8180.06
202512,A02272,investment,276151.17
202512,A02273,investment,596595.26
202512,A02274,investment,883714.19
202512,A02275,card,-685.61
202512,A02276,card,-2470.84
202512,A02277,investment,675940.25
202512,A02278,investment,65850.29
202512,A02279,investment,990622.09
202512,A02280,investment,857901.49
202512,A02281,saving,12741.95
202512,A02282,mortgage,242194.92
202512,A02283,saving,16218.04
202512,A02284,chequing,14453.59
202512,A02285,saving,18306.23
202512,A02286,investment,17625.78
202512,A02287,investment,5792.26
202512,A02288,saving,9325.12
202512,A02289,saving,18146.71
202512,A02290,investment,584612.24
202512,A02291,investment,219421.8
202512,A02292,card,-2699.17
202512,A02293,saving,12297.79
202512,A02294,lending,40803.82
202512,A02295,chequing,5085.23
202512,A02296,investment,37961.24
202512,A02297,lending,20926.76
202512,A02298,lending,32616.27
202512,A02299,chequing,18186.71
202512,A02300,mortgage,361278.47
202512,A02301,mortgage,122494.32
202512,A02302,card,-2139.55
202512,A02303,investment,59764.01
202512,A02304,chequing,9241.34
202512,A02305,investment,0
202512,A02306,card,-4486.99
202512,A02307,investment,740426.76
202512,A02308,saving,13531.8
202512,A02309,chequing,11018
202512,A02310,card,-2512.78
202512,A02311,investment,17180.7
202512,A02312,investment,0
202512,A02313,lending,39602.24
202512,A02314,investment,679845.2
202512,A02315,investment,57478.75
202512,A02316,chequing,1204.94
202512,A02317,investment,491758.33
202512,A02318,investment,15623.49
202512,A02319,investment,69558.4
202512,A02320,investment,44134.9
202512,A02321,investment,553071.27
202512,A02322,card,-2525.34
202512,A02323,investment,881227.12
202512,A02324,lending,1635.68
202512,A02325,investment,653812.64
202512,A02326,chequing,12199.16
202512,A02327,investment,66694.87
202512,A02328,lending,22938.4
202512,A02329,chequing,9699.19
202512,A02330,card,-2696.17
202512,A02331,card,-172.89
202512,A02332,investment,615873.79
202512,A02333,lending,0
202512,A02334,chequing,11786.69
202512,A02335,investment,801753.33
202512,A02336,investment,877406.62
202512,A02337,chequing,6733.88
202512,A02338,lending,25384.45
202512,A02339,investment,471602.75
202512,A02340,chequing,18236.53
202512,A02341,card,-701.8
202512,A02342,chequing,7278.92
202512,A02343,chequing,2126.86
202512,A02344,investment,16767.44
202512,A02345,saving,17890.99
202512,A02346,investment,987491.66
202512,A02347,investment,160859.38
202512,A02348,card,-4273.08
202512,A02349,investment,93108.91
202512,A02350,investment,418906.36
202512,A02351,investment,0
202512,A02352,chequing,8775.85
202512,A02353,investment,306378.13
202512,A02354,investment,624211.97
202512,A02355,mortgage,120045.04
202512,A02356,mortgage,297124.69
202512,A02357,investment,256327.69
202512,A02358,chequing,16776.13
202512,A02359,investment,704548.48
202512,A02360,lending,42544.76
202512,A02361,chequing,7994.18
202512,A02362,chequing,439.07
202512,A02363,chequing,3921.52
202512,A02364,investment,80127.38
202512,A02365,chequing,5383.71
202512,A02366,investment,69349.3
202512,A02367,saving,788.18
202512,A02368,investment,30599.75
202512,A02369,chequing,9166.72
202512,A02370,chequing,16087.76
202512,A02371,investment,493132.83
202512,A02372,lending,23382.47
202512,A02373,investment,0
202512,A02374,chequing,1247.25
202512,A02375,chequing,12186.62
202512,A02376,card,-718.42
202512,A02377,saving,15354.39
202512,A02378,investment,61093
202512,A02379,chequing,2600.73
202512,A02380,investment,212317.24
202512,A02381,investment,323499.3
202512,A02382,investment,779410.49
202512,A02383,chequing,0
202512,A02384,card,-667.57
202512,A02385,investment,562323.87
202512,A02386,investment,20524.14
202512,A02387,saving,13211.66
202512,A02388,lending,47299.62
202512,A02389,saving,10283.92
202512,A02390,mortgage,226069.1
202512,A02391,chequing,236.01
202512,A02392,investment,464447.72
202512,A02393,investment,31137.46
202512,A02394,saving,18074.96
202512,A02395,investment,101298.02
202512,A02396,chequing,0
202512,A02397,saving,0
202512,A02398,chequing,0
202512,A02399,lending,26558.2
202512,A02400,mortgage,371987.12
202512,A02401,mortgage,0
202512,A02402,chequing,4099.96
202512,A02403,lending,28270.87
202512,A02404,investment,785819.32
202512,A02405,investment,624926.14
202512,A02406,investment,61109.33
202512,A02407,investment,613526.95
202512,A02408,investment,623662.62
202512,A02409,investment,882327.76
202512,A02410,lending,0
202512,A02411,lending,39368.73
202512,A02412,investment,608044.07
202512,A02413,lending,33872.73
202512,A02414,card,-658.41
202512,A02415,mortgage,163519.05
202512,A02416,investment,138336.35
202512,A02417,chequing,10175.67
202512,A02418,investment,23931
202512,A02419,saving,2274.52
202512,A02420,mortgage,185358.88
202512,A02421,investment,113833.16
202512,A02422,lending,5046.34
202512,A02423,chequing,0
202512,A02424,saving,2905.33
202512,A02425,lending,31795.49
202512,A02426,saving,9626.74
202512,A02427,investment,966549.57
202512,A02428,chequing,8872.75
202512,A02429,mortgage,164135.44
202512,A02430,saving,1918.82
202512,A02431,saving,41881.83
202512,A02432,saving,0
202512,A02433,investment,956750.05
202512,A02434,investment,29484.25
202512,A02435,lending,24394.09
202512,A02436,investment,615687.03
202512,A02437,chequing,100.92
202512,A02438,chequing,5787.44
202512,A02439,saving,13579.66
202512,A02440,chequing,19737.6
202512,A02441,investment,74741.8
202512,A02442,investment,0
202512,A02443,investment,0
202512,A02444,investment,10672.07
202512,A02445,chequing,0
202512,A02446,mortgage,275818.58
202512,A02447,saving,42100.32
202512,A02448,investment,200710.02
202512,A02449,chequing,7230
202512,A02450,mortgage,347828.89
202512,A02451,investment,203686.78
202512,A02452,lending,6390.05
202512,A02453,chequing,5711.16
202512,A02454,investment,686006.09
202512,A02455,lending,0
202512,A02456,investment,441253.84
202512,A02457,saving,44804.73
202512,A02458,lending,15356.58
202512,A02459,saving,10012.48
202512,A02460,chequing,9984.89
202512,A02461,saving,39790.44
202512,A02462,investment,110095.44
202512,A02463,investment,846941.68
202512,A02464,investment,159253.61
202512,A02465,chequing,1474.72
202512,A02466,chequing,7973.85
202512,A02467,saving,44564.64
202512,A02468,investment,552093.21
202512,A02469,mortgage,175985.69
202512,A02470,investment,520161.8
202512,A02471,investment,64065.49
202512,A02472,investment,932735.38
202512,A02473,card,-891.58
202512,A02474,saving,30865.41
202512,A02475,investment,887480.43
202512,A02476,investment,7780.75
202512,A02477,investment,871149.27
202512,A02478,investment,621105.62
202512,A02479,mortgage,468748.78
202512,A02480,card,-2291.03
202512,A02481,investment,408461.61
202512,A02482,lending,39950.26
202512,A02483,investment,0
202512,A02484,saving,13183.11
202512,A02485,investment,591274.64
202512,A02486,investment,485574.01
202512,A02487,lending,23208.89
202512,A02488,chequing,14958.97
202512,A02489,investment,737573.37
202512,A02490,mortgage,0
202512,A02491,saving,37412.24
202512,A02492,chequing,7055.8
202512,A02493,mortgage,383179.31
202512,A02494,saving,11911.43
202512,A02495,investment,239455.88
202512,A02496,card,-539.3
202512,A02497,investment,324780.29
202512,A02498,investment,489516.88
202512,A02499,investment,453786.5
202512,A02500,investment,47047.32
202512,A02501,saving,4259.32
202512,A02502,investment,707532.3
202512,A02503,investment,166851.24
202512,A02504,investment,118586.67
202512,A02505,saving,14741.91
202512,A02506,investment,712053.57
202512,A02507,chequing,13383.26
202512,A02508,card,-294.74
202512,A02509,lending,45432.79
202512,A02510,saving,17481.62
202512,A02511,investment,825576.52
202512,A02512,investment,998460.25
202512,A02513,lending,0
202512,A02514,saving,15333.76
202512,A02515,lending,11952.34
202512,A02516,investment,29882.44
202512,A02517,investment,856630.23
202512,A02518,investment,985938.59
202512,A02519,investment,127245.25
202512,A02520,investment,413930.1
202512,A02521,lending,30146.42
202512,A02522,card,-4422.3
202512,A02523,investment,524554.64
202512,A02524,lending,17194.85
202512,A02525,investment,0
202512,A02526,chequing,12390.11
202512,A02527,investment,676763.76
202512,A02528,mortgage,153441.7
202512,A02529,investment,316684.83
202512,A02530,saving,1649.86
202512,A02531,investment,921918.5
202512,A02532,lending,34860.52
202512,A02533,chequing,11693.82
202512,A02534,chequing,15051.67
202512,A02535,chequing,4744.87
202512,A02536,investment,917644.83
202512,A02537,investment,62140.98
202512,A02538,saving,12352.7
202512,A02539,card,0
202512,A02540,mortgage,432618.36
202512,A02541,investment,699436.72
202512,A02542,chequing,2568.75
202512,A02543,saving,10258.2
202512,A02544,mortgage,66490.8
202512,A02545,investment,18919.99
202512,A02546,investment,785119.11
202512,A02547,investment,0
202512,A02548,investment,0
202512,A02549,saving,10013.5
202512,A02550,chequing,4828.33
202512,A02551,investment,0
202512,A02552,investment,481352.54
202512,A02553,investment,60684.02
202512,A02554,card,-1694.11
202512,A02555,chequing,5891.34
202512,A02556,saving,43129.98
202512,A02557,lending,11858.77
202512,A02558,investment,165470.05
202512,A02559,saving,11636.18
202512,A02560,chequing,10994.04
202512,A02561,lending,19130.37
202512,A02562,investment,67951.95
202512,A02563,investment,966519.1
202512,A02564,investment,988139.46
202512,A02565,chequing,2248.6
202512,A02566,saving,3910.21
202512,A02567,investment,449699.77
202512,A02568,investment,250733.81
202512,A02569,investment,366527.48
202512,A02570,investment,0
202512,A02571,investment,202701.94
202512,A02572,investment,294517.58
202512,A02573,mortgage,374503.52
202512,A02574,investment,463752.33
202512,A02575,investment,247669.59
202512,A02576,chequing,5614.18
202512,A02577,investment,935966.9
202512,A02578,mortgage,111747.91
202512,A02579,chequing,825.34
202512,A02580,chequing,17531.53
202512,A02581,investment,870767.51
202512,A02582,chequing,17446.54
202512,A02583,mortgage,198170.18
202512,A02584,chequing,0
202512,A02585,investment,25781.34
202512,A02586,investment,681174.42
202512,A02587,card,-283.61
202512,A02588,saving,10756.79
202512,A02589,investment,676275.29
202512,A02590,lending,0
202512,A02591,chequing,5749.42
202512,A02592,investment,428478.33
202512,A02593,chequing,18780.77
202512,A02594,saving,1365.49
202512,A02595,saving,15163.49
202512,A02596,saving,16024.54
202512,A02597,investment,563879.95
202512,A02598,saving,49870.89
202512,A02599,card,-3304.34
202512,A02600,lending,33063.07
202512,A02601,investment,75504.16
202512,A02602,saving,19803.91
202512,A02603,card,0
202512,A02604,chequing,13767.8
202512,A02605,card,0
202512,A02606,investment,8840.22
202512,A02607,lending,0
202512,A02608,lending,7490.76
202512,A02609,chequing,1459.81
202512,A02610,card,-3745.44
202512,A02611,card,-3306.63
202512,A02612,saving,16952.41
202512,A02613,card,-577.27
202512,A02614,chequing,11190.96
202512,A02615,saving,31215.21
202512,A02616,mortgage,442151.28
202512,A02617,investment,384883.11
202512,A02618,chequing,19953.67
202512,A02619,investment,471916.52
202512,A02620,chequing,8399.51
202512,A02621,saving,47426.88
202512,A02622,chequing,0
202512,A02623,investment,903763.17
202512,A02624,investment,449814.89
202512,A02625,investment,896184.19
202512,A02626,investment,101814.02
202512,A02627,investment,330929.53
202512,A02628,chequing,0
202512,A02629,saving,18571.75
202512,A02630,investment,0
202512,A02631,lending,0
202512,A02632,mortgage,0
202512,A02633,investment,454822.22
202512,A02634,investment,628168.43
202512,A02635,mortgage,62295.33
202512,A02636,investment,477984.35
202512,A02637,investment,53270.39
202512,A02638,investment,780199.96
202512,A02639,investment,539667.73
202512,A02640,chequing,6387.57
202512,A02641,saving,0
202512,A02642,investment,9962.84
202512,A02643,investment,621613.18
202512,A02644,mortgage,327442.09
202512,A02645,investment,0
202512,A02646,chequing,15996.99
202512,A02647,lending,0
202512,A02648,saving,3596.42
202512,A02649,card,-3678.01
202512,A02650,investment,0
202512,A02651,chequing,17632.66
202512,A02652,investment,64956.53
202512,A02653,investment,398448.11
202512,A02654,chequing,769.45
202512,A02655,saving,12033.95
202512,A02656,mortgage,267025.11
202512,A02657,investment,35112.62
202512,A02658,lending,0
202512,A02659,mortgage,439164.65
202512,A02660,investment,633708.31
202512,A02661,lending,17101
202512,A02662,investment,791799.45
202512,A02663,investment,79099.85
202512,A02664,card,-725.4
202512,A02665,investment,805453.38
202512,A02666,investment,544690.13
202512,A02667,investment,44667.61
202512,A02668,chequing,10990.03
202512,A02669,card,-4251.77
202512,A02670,investment,82018.21
202512,A02671,chequing,0
202512,A02672,investment,313265.55
202512,A02673,saving,9992.44
202512,A02674,chequing,3163.42
202512,A02675,chequing,4004.75
202512,A02676,saving,41457.66
202512,A02677,investment,282853.23
202512,A02678,card,-2718.54
202512,A02679,chequing,9570.4
202512,A02680,investment,215498.64
202512,A02681,investment,747954.49
202512,A02682,investment,600980.03
202512,A02683,investment,79534.22
202512,A02684,chequing,0
202512,A02685,saving,9103.02
202512,A02686,chequing,1103.85
202512,A02687,lending,38749.51
202512,A02688,investment,0
202512,A02689,saving,16419.16
202512,A02690,chequing,13621.45
202512,A02691,investment,506865.83
202512,A02692,saving,32649.27
202512,A02693,investment,609089.03
202512,A02694,saving,15189.77
202512,A02695,investment,652289.92
202512,A02696,investment,342755.25
202512,A02697,investment,393410.54
202512,A02698,investment,29614.41
202512,A02699,lending,31920.73
202512,A02700,chequing,6957.86
202512,A02701,investment,425770.87
202512,A02702,investment,671404.67
202512,A02703,chequing,8666.29
202512,A02704,investment,299637.41
202512,A02705,chequing,9781.4
202512,A02706,investment,613459.75
202512,A02707,investment,255110.02
202512,A02708,saving,14830.16
202512,A02709,chequing,15780.12
202512,A02710,investment,961762.14
202512,A02711,chequing,1303.46
202512,A02712,investment,245239.96
202512,A02713,card,-962.35
202512,A02714,card,-109.65
202512,A02715,investment,842723.33
202512,A02716,saving,3100.29
202512,A02717,mortgage,418052.4
202512,A02718,investment,224056.58
202512,A02719,investment,0
202512,A02720,investment,894770.16
202512,A02721,card,-2197.45
202512,A02722,investment,568048.45
202512,A02723,investment,18147.42
202512,A02724,investment,438407.06
202512,A02725,chequing,9365.59
202512,A02726,investment,376261.91
202512,A02727,card,-3369.18
202512,A02728,chequing,18365.54
202512,A02729,saving,12595.96
202512,A02730,chequing,5013.41
202512,A02731,saving,0
202512,A02732,chequing,16394.25
202512,A02733,card,-2697.66
202512,A02734,investment,0
202512,A02735,saving,0
202512,A02736,saving,10425.78
202512,A02737,chequing,13917.2
202512,A02738,mortgage,62443.29
202512,A02739,investment,770347.69
202512,A02740,saving,18027.24
202512,A02741,card,-1476.26
202512,A02742,investment,242332.23
202512,A02743,mortgage,106859.98
202512,A02744,lending,0
202512,A02745,chequing,2675.84
202512,A02746,chequing,8807.08
202512,A02747,investment,0
202512,A02748,investment,83272.86
202512,A02749,investment,115313.71
202512,A02750,card,-4605.01
202512,A02751,saving,13598.08
202512,A02752,saving,12128.21
202512,A02753,saving,19088.29
202512,A02754,investment,459807.97
202512,A02755,saving,14500.63
202512,A02756,investment,120611.76
202512,A02757,card,-3332.44
202512,A02758,mortgage,165631.14
202512,A02759,saving,5306.06
202512,A02760,mortgage,429625.73
202512,A02761,lending,24673.43
202512,A02762,chequing,11909.94
202512,A02763,saving,21912.62
202512,A02764,mortgage,0
202512,A02765,investment,929603.16
202512,A02766,lending,19600.08
202512,A02767,lending,35610.2
202512,A02768,lending,2948.31
202512,A02769,mortgage,84907.4
202512,A02770,saving,7783.49
202512,A02771,investment,0
202512,A02772,investment,839732.27
202512,A02773,mortgage,438791.83
202512,A02774,lending,18647.36
202512,A02775,investment,11014.85
202512,A02776,investment,743774.32
202512,A02777,investment,165946.82
202512,A02778,mortgage,205414.55
202512,A02779,card,0
202512,A02780,chequing,4146.64
202512,A02781,lending,2488.57
202512,A02782,investment,438700.31
202512,A02783,mortgage,57500.53
202512,A02784,investment,12943.78
202512,A02785,chequing,19521.33
202512,A02786,saving,16237.45
202512,A02787,chequing,7914.38
202512,A02788,investment,0
202512,A02789,investment,91405.05
202512,A02790,card,-4534.67
202512,A02791,lending,49208.81
202512,A02792,card,-2900.4
202512,A02793,mortgage,54281.46
202512,A02794,investment,397459.07
202512,A02795,saving,0
202512,A02796,card,0
202512,A02797,chequing,0
202512,A02798,mortgage,141838.34
202512,A02799,investment,565401.8
202512,A02800,investment,0
202512,A02801,lending,0
202512,A02802,chequing,8556.68
202512,A02803,investment,657016.23
202512,A02804,chequing,4489.52
202512,A02805,investment,261750.17
202512,A02806,mortgage,368990.16
202512,A02807,investment,0
202512,A02808,chequing,5289.01
202512,A02809,investment,0
202512,A02810,mortgage,187586.72
202512,A02811,chequing,6175.19
202512,A02812,investment,12634.17
202512,A02813,investment,907381.68
202512,A02814,mortgage,190890.53
202512,A02815,investment,532913.83
202512,A02816,investment,231450.77
202512,A02817,mortgage,209288.25
202512,A02818,investment,196015.63
202512,A02819,saving,5272.85
202512,A02820,chequing,19705.31
202512,A02821,saving,13399.69
202512,A02822,card,-980.86
202512,A02823,investment,22384.98
202512,A02824,chequing,0
202512,A02825,saving,4090.32
202512,A02826,chequing,8698.48
202512,A02827,chequing,11727.96
202512,A02828,investment,220049.68
202512,A02829,chequing,3569.28
202512,A02830,investment,980055.69
202512,A02831,lending,0
202512,A02832,investment,0
202512,A02833,investment,325033.87
202512,A02834,mortgage,149989.97
202512,A02835,investment,0
202512,A02836,investment,17378.83
202512,A02837,investment,128782.83
202512,A02838,chequing,9959.8
202512,A02839,investment,30051.55
202512,A02840,investment,776288.82
202512,A02841,saving,26837.57
202512,A02842,investment,28688.9
202512,A02843,chequing,10248.49
202512,A02844,investment,504894.27
202512,A02845,chequing,8063.01
202512,A02846,investment,179631.39
202512,A02847,investment,588402.1
202512,A02848,investment,523262.7
202512,A02849,lending,0
202512,A02850,saving,43625.31
202512,A02851,saving,6164.41
202512,A02852,investment,865506.97
202512,A02853,saving,38645.73
202512,A02854,chequing,19524.3
202512,A02855,mortgage,76991.83
202512,A02856,chequing,9571.65
202512,A02857,chequing,1601.76
202512,A02858,lending,0
202512,A02859,card,-1681.59
202512,A02860,saving,47326.93
202512,A02861,saving,17386.29
202512,A02862,card,-2145.65
202512,A02863,saving,0
202512,A02864,chequing,6280.27
202512,A02865,investment,816759.57
202512,A02866,investment,0
202512,A02867,investment,0
202512,A02868,investment,92062.56
202512,A02869,investment,297247.91
202512,A02870,lending,21663.95
202512,A02871,investment,631548.41
202512,A02872,investment,157635.29
202512,A02873,investment,782909.51
202512,A02874,chequing,3325.69
202512,A02875,investment,722511.41
202512,A02876,mortgage,440193.42
202512,A02877,lending,0
202512,A02878,investment,605725.53
202512,A02879,chequing,16758.2
202512,A02880,investment,707290.82
202512,A02881,saving,13314.77
202512,A02882,chequing,6433.79
202512,A02883,card,-3480.68
202512,A02884,chequing,10205.18
202512,A02885,investment,85971.46
202512,A02886,chequing,13008.93
202512,A02887,card,-4390.51
202512,A02888,investment,0
202512,A02889,investment,608018.43
202512,A02890,saving,26361.75
202512,A02891,saving,18210.25
202512,A02892,saving,12226.5
202512,A02893,saving,1619.43
202512,A02894,chequing,4958.63
202512,A02895,saving,48705.58
202512,A02896,chequing,12238.6
202512,A02897,card,-4841.58
202512,A02898,investment,428234.17
202512,A02899,mortgage,153639.31
202512,A02900,investment,70947.82
202512,A02901,card,-4211.98
202512,A02902,chequing,9157.66
202512,A02903,investment,415094.84
202512,A02904,chequing,7059.62
202512,A02905,saving,7591.53
202512,A02906,lending,4540.16
202512,A02907,investment,298567.25
202512,A02908,investment,691116.31
202512,A02909,chequing,2791.74
202512,A02910,saving,16287.14
202512,A02911,saving,29051.21
202512,A02912,investment,423329.61
202512,A02913,saving,11255.72
202512,A02914,investment,416034.33
202512,A02915,investment,700878.54
202512,A02916,saving,20586.63
202512,A02917,investment,855923.4
202512,A02918,investment,0
202512,A02919,lending,24035.31
202512,A02920,card,-513.11
202512,A02921,investment,41110.96
202512,A02922,chequing,4098.79
202512,A02923,investment,191672.35
202512,A02924,card,-3785.62
202512,A02925,chequing,16596.95
202512,A02926,investment,277510.95
202512,A02927,investment,483401.24
202512,A02928,investment,568448.58
202512,A02929,chequing,13569.2
202512,A02930,lending,0
202512,A02931,saving,7391.46
202512,A02932,saving,8922.57
202512,A02933,investment,0
202512,A02934,investment,674321.13
