YYYYMM,ACCOUNT_ID,CLIENT_ID
202512,A01849,C06548
202512,A01849,C08499
202512,A01850,C04691
202512,A01850,C04243
202512,A01850,C03306
202512,A01851,C08348
202512,A01852,C05742
202512,A01852,C02688
202512,A01853,C00391
202512,A01853,C06787
202512,A01854,C02792
202512,A01855,C05172
202512,A01855,C03069
202512,A01855,C02534
202512,A01856,C01105
202512,A01857,C03433
202512,A01858,C08516
202512,A01858,C05154
202512,A01859,C02878
202512,A01859,C08697
202512,A01859,C00096
202512,A01860,C06115
202512,A01861,C08918
202512,A01862,C08131
202512,A01863,C05673
202512,A01863,C09477
202512,A01864,C08913
202512,A01864,C01661
202512,A01865,C03587
202512,A01865,C00293
202512,A01866,C02718
202512,A01866,C00429
202512,A01867,C06394
202512,A01867,C00692
202512,A01868,C08384
202512,A01868,C03358
202512,A01869,C01697
202512,A01870,C03971
202512,A01870,C09814
202512,A01871,C07779
202512,A01871,C01764
202512,A01872,C03014
202512,A01873,C05509
202512,A01873,C00347
202512,A01874,C07136
202512,A01875,C07227
202512,A01876,C00691
202512,A01877,C02563
202512,A01878,C01387
202512,A01878,C01154
202512,A01879,C04857
202512,A01879,C01332
202512,A01879,C00155
202512,A01880,C04121
202512,A01880,C01379
202512,A01880,C09628
202512,A01881,C02221
202512,A01881,C08303
202512,A01882,C00264
202512,A01882,C07021
202512,A01883,C06786
202512,A01884,C05639
202512,A01884,C07392
202512,A01884,C02782
202512,A01885,C07040
202512,A01885,C09747
202512,A01886,C04086
202512,A01886,C05018
202512,A01886,C01410
202512,A01887,C06760
202512,A01888,C04695
202512,A01888,C05129
202512,A01888,C04650
202512,A01889,C00376
202512,A01890,C03053
202512,A01890,C07559
202512,A01891,C06155
202512,A01892,C01957
202512,A01892,C03483
202512,A01892,C07223
202512,A01893,C04438
202512,A01894,C00153
202512,A01894,C04792
202512,A01895,C09561
202512,A01895,C08115
202512,A01895,C03068
202512,A01896,C04817
202512,A01896,C01393
202512,A01897,C09975
202512,A01897,C01032
202512,A01898,C00638
202512,A01899,C08969
202512,A01899,C06555
202512,A01900,C04094
202512,A01901,C03760
202512,A01901,C04791
202512,A01902,C09540
202512,A01902,C03139
202512,A01903,C06930
202512,A01904,C04376
202512,A01904,C06310
202512,A01904,C09144
202512,A01905,C09246
202512,A01905,C07577
202512,A01906,C07213
202512,A01906,C00955
202512,A01907,C09310
202512,A01907,C03652
202512,A01908,C01626
202512,A01909,C09881
202512,A01910,C03161
202512,A01911,C08768
202512,A01912,C09378
202512,A01912,C05871
202512,A01913,C04796
202512,A01914,C09657
202512,A01914,C00105
202512,A01914,C05925
202512,A01915,C03785
202512,A01915,C07405
202512,A01916,C03719
202512,A01917,C05370
202512,A01918,C02753
202512,A01919,C02122
202512,A01920,C01872
202512,A01920,C02235
202512,A01921,C01015
202512,A01922,C07599
202512,A01922,C07867
202512,A01923,C06885
202512,A01923,C08717
202512,A01924,C00566
202512,A01924,C09440
202512,A01925,C07846
202512,A01925,C01500
202512,A01926,C07643
202512,A01926,C06596
202512,A01926,C05507
202512,A01927,C00988
202512,A01927,C06629
202512,A01928,C08146
202512,A01928,C08660
202512,A01929,C07371
202512,A01930,C06159
202512,A01930,C06834
202512,A01931,C06981
202512,A01931,C02703
202512,A01931,C02521
202512,A01932,C02005
202512,A01932,C00355
202512,A01933,C07020
202512,A01933,C03570
202512,A01933,C09688
202512,A01934,C03116
202512,A01934,C07797
202512,A01934,C08799
202512,A01935,C09745
202512,A01936,C09092
202512,A01936,C08799
202512,A01937,C00320
202512,A01937,C09345
202512,A01937,C00380
202512,A01938,C02628
202512,A01938,C01104
202512,A01939,C01684
202512,A01940,C03713
202512,A01940,C00084
202512,A01941,C09874
202512,A01941,C08566
202512,A01942,C08537
202512,A01942,C04658
202512,A01942,C07118
202512,A01943,C06902
202512,A01944,C09317
202512,A01945,C00412
202512,A01945,C06567
202512,A01946,C04268
202512,A01946,C07911
202512,A01947,C01572
202512,A01947,C00426
202512,A01947,C04802
202512,A01948,C09173
202512,A01949,C05340
202512,A01949,C07017
202512,A01950,C07868
202512,A01951,C05664
202512,A01951,C03159
202512,A01951,C09942
202512,A01952,C08811
202512,A01952,C02011
202512,A01953,C09297
202512,A01953,C04508
202512,A01954,C05284
202512,A01955,C02296
202512,A01956,C08030
202512,A01956,C07939
202512,A01957,C02732
202512,A01958,C02080
202512,A01958,C05985
202512,A01958,C04312
202512,A01959,C02943
202512,A01959,C00459
202512,A01959,C02695
202512,A01960,C03877
202512,A01961,C08996
202512,A01961,C02503
202512,A01962,C03760
202512,A01962,C07419
202512,A01962,C05678
202512,A01963,C04786
202512,A01963,C07776
202512,A01963,C03064
202512,A01964,C00137
202512,A01964,C01188
202512,A01965,C03932
202512,A01965,C02975
202512,A01965,C08845
202512,A01966,C02264
202512,A01967,C03682
202512,A01968,C00259
202512,A01969,C02634
202512,A01970,C05213
202512,A01970,C04507
202512,A01971,C02246
202512,A01971,C03991
202512,A01972,C05705
202512,A01973,C07538
202512,A01974,C02243
202512,A01975,C03167
202512,A01975,C07891
202512,A01976,C09513
202512,A01977,C02891
202512,A01977,C03796
202512,A01977,C04997
202512,A01978,C07288
202512,A01979,C06295
202512,A01979,C02282
202512,A01980,C07371
202512,A01981,C03802
202512,A01981,C01930
202512,A01982,C08096
202512,A01982,C03349
202512,A01982,C01531
202512,A01983,C02630
202512,A01983,C06042
202512,A01984,C01500
202512,A01984,C02239
202512,A01985,C06094
202512,A01986,C04552
202512,A01987,C03941
202512,A01987,C07854
202512,A01988,C02864
202512,A01989,C02647
202512,A01990,C09143
202512,A01990,C09185
202512,A01991,C08651
202512,A01991,C01796
202512,A01992,C02051
202512,A01992,C07839
202512,A01993,C08002
202512,A01993,C02521
202512,A01994,C00249
202512,A01995,C00551
202512,A01996,C07585
202512,A01997,C08690
202512,A01997,C03030
202512,A01998,C01571
202512,A01999,C06111
202512,A01999,C07994
202512,A02000,C07549
202512,A02001,C04286
202512,A02002,C07965
202512,A02002,C02556
202512,A02002,C05182
202512,A02003,C02968
202512,A02004,C05070
202512,A02004,C05767
202512,A02004,C05780
202512,A02005,C08795
202512,A02005,C03642
202512,A02005,C00754
202512,A02006,C03314
202512,A02007,C08006
202512,A02007,C03105
202512,A02008,C03349
202512,A02009,C09002
202512,A02009,C08304
202512,A02009,C05466
202512,A02010,C00254
202512,A02010,C06874
202512,A02011,C09029
202512,A02011,C08312
202512,A02012,C08529
202512,A02012,C09351
202512,A02013,C02681
202512,A02013,C07227
202512,A02014,C07388
202512,A02014,C09659
202512,A02015,C01686
202512,A02016,C03420
202512,A02016,C01430
202512,A02017,C09972
202512,A02017,C01929
202512,A02017,C03379
202512,A02018,C02577
202512,A02019,C03765
202512,A02019,C08535
202512,A02020,C04700
202512,A02020,C00701
202512,A02021,C08317
202512,A02021,C02911
202512,A02022,C04252
202512,A02023,C01607
202512,A02023,C04331
202512,A02024,C00810
202512,A02025,C00318
202512,A02025,C09796
202512,A02025,C00240
202512,A02026,C08917
202512,A02027,C08642
202512,A02027,C03874
202512,A02027,C01783
202512,A02028,C07103
202512,A02028,C01244
202512,A02029,C00233
202512,A02030,C09019
202512,A02030,C09348
202512,A02030,C06498
202512,A02031,C03799
202512,A02032,C04604
202512,A02032,C07810
202512,A02033,C09744
202512,A02034,C08893
202512,A02034,C03525
202512,A02035,C02647
202512,A02036,C02313
202512,A02036,C02028
202512,A02037,C04681
202512,A02037,C04471
202512,A02038,C00382
202512,A02038,C05018
202512,A02039,C09863
202512,A02040,C06068
202512,A02041,C09688
202512,A02042,C02029
202512,A02043,C00876
202512,A02043,C03018
202512,A02044,C05231
202512,A02044,C05736
202512,A02045,C01090
202512,A02045,C04891
202512,A02045,C01134
202512,A02046,C08776
202512,A02047,C09150
202512,A02047,C04307
202512,A02047,C00571
202512,A02048,C07336
202512,A02048,C04016
202512,A02049,C09879
202512,A02050,C09332
202512,A02050,C08708
202512,A02051,C02898
202512,A02051,C04912
202512,A02051,C09865
202512,A02052,C06454
202512,A02053,C02612
202512,A02053,C04772
202512,A02054,C02233
202512,A02054,C00535
202512,A02055,C05219
202512,A02056,C02033
202512,A02057,C09153
202512,A02058,C00896
202512,A02059,C01453
202512,A02060,C02311
202512,A02060,C04773
202512,A02061,C00912
202512,A02061,C09035
202512,A02062,C09550
202512,A02063,C02133
202512,A02063,C00320
202512,A02063,C09628
202512,A02064,C00879
202512,A02064,C04144
202512,A02064,C01229
202512,A02065,C02987
202512,A02066,C07260
202512,A02067,C05118
202512,A02068,C09005
202512,A02069,C01524
202512,A02070,C09299
202512,A02070,C09712
202512,A02070,C03267
202512,A02071,C03586
202512,A02072,C06980
202512,A02073,C08566
202512,A02073,C05516
202512,A02073,C05208
202512,A02074,C09984
202512,A02074,C00295
202512,A02075,C06580
202512,A02076,C06856
202512,A02076,C01430
202512,A02076,C08093
202512,A02077,C04867
202512,A02077,C00108
202512,A02078,C06749
202512,A02079,C00113
202512,A02080,C03760
202512,A02081,C05157
202512,A02081,C01798
202512,A02082,C06218
202512,A02082,C01243
202512,A02083,C03683
202512,A02084,C01522
202512,A02084,C01517
202512,A02084,C07182
202512,A02085,C03829
202512,A02085,C05245
202512,A02085,C00225
202512,A02086,C02953
202512,A02086,C06675
202512,A02086,C06425
202512,A02087,C03756
202512,A02088,C04849
202512,A02088,C05881
202512,A02088,C03138
202512,A02089,C06013
202512,A02089,C05827
202512,A02090,C08920
202512,A02090,C07122
202512,A02090,C00037
202512,A02091,C03228
202512,A02092,C06141
202512,A02092,C02982
202512,A02092,C03770
202512,A02093,C02370
202512,A02093,C05913
202512,A02093,C03806
202512,A02094,C01004
202512,A02094,C07530
202512,A02094,C07898
202512,A02095,C07186
202512,A02096,C06491
202512,A02096,C01314
202512,A02097,C02628
202512,A02098,C03271
202512,A02099,C00620
202512,A02100,C03562
202512,A02100,C00951
202512,A02101,C06479
202512,A02102,C00089
202512,A02102,C00118
202512,A02102,C04188
202512,A02103,C02779
202512,A02103,C02867
202512,A02104,C06940
202512,A02105,C03667
202512,A02106,C02466
202512,A02107,C05872
202512,A02107,C01974
202512,A02108,C07312
202512,A02108,C00990
202512,A02108,C02525
202512,A02109,C01964
202512,A02109,C00353
202512,A02109,C06789
202512,A02110,C02225
202512,A02110,C00845
202512,A02110,C01547
202512,A02111,C03006
202512,A02111,C04668
202512,A02111,C06834
202512,A02112,C04337
202512,A02113,C01197
202512,A02113,C08491
202512,A02114,C02573
202512,A02114,C04141
202512,A02114,C06876
202512,A02115,C02116
202512,A02115,C01185
202512,A02116,C07631
202512,A02117,C08055
202512,A02118,C09731
202512,A02119,C05889
202512,A02120,C06402
202512,A02121,C07891
202512,A02121,C03225
202512,A02122,C04066
202512,A02123,C05503
202512,A02124,C00656
202512,A02124,C01057
202512,A02125,C09283
202512,A02125,C07486
202512,A02126,C07465
202512,A02127,C07240
202512,A02127,C08319
202512,A02128,C03188
202512,A02129,C09163
202512,A02130,C01080
202512,A02130,C02873
202512,A02131,C00229
202512,A02131,C06540
202512,A02131,C01981
202512,A02132,C06719
202512,A02133,C06756
202512,A02133,C09931
202512,A02133,C08356
202512,A02134,C08061
202512,A02134,C03605
202512,A02134,C06587
202512,A02135,C08425
202512,A02136,C05778
202512,A02136,C07071
202512,A02137,C04607
202512,A02137,C02314
202512,A02138,C05831
202512,A02138,C04946
202512,A02139,C07715
202512,A02139,C09969
202512,A02139,C01934
202512,A02140,C07467
202512,A02140,C07801
202512,A02141,C00416
202512,A02141,C00943
202512,A02141,C03060
202512,A02142,C02544
202512,A02142,C00932
202512,A02143,C08310
202512,A02143,C06758
202512,A02143,C09945
202512,A02144,C06903
202512,A02144,C04073
202512,A02145,C08111
202512,A02145,C01333
202512,A02146,C06108
202512,A02147,C08961
202512,A02148,C00236
202512,A02149,C05836
202512,A02149,C09070
202512,A02149,C05337
202512,A02150,C08515
202512,A02151,C06425
202512,A02152,C07486
202512,A02152,C01941
202512,A02152,C00136
202512,A02153,C09899
202512,A02153,C04547
202512,A02154,C01584
202512,A02154,C03350
202512,A02154,C08290
202512,A02155,C06599
202512,A02155,C09676
202512,A02156,C04987
202512,A02156,C00658
202512,A02156,C02148
202512,A02157,C06711
202512,A02157,C06889
202512,A02158,C02786
202512,A02158,C07872
202512,A02159,C04763
202512,A02160,C09035
202512,A02161,C04295
202512,A02161,C05866
202512,A02161,C03083
202512,A02162,C06287
202512,A02162,C00211
202512,A02163,C03287
202512,A02163,C04200
202512,A02164,C05393
202512,A02165,C09353
202512,A02166,C02650
202512,A02166,C01831
202512,A02167,C06704
202512,A02167,C00437
202512,A02167,C00817
202512,A02168,C03045
202512,A02168,C02151
202512,A02168,C08736
202512,A02169,C05778
202512,A02170,C08941
202512,A02170,C07616
202512,A02171,C02740
202512,A02171,C02490
202512,A02171,C08211
202512,A02172,C03242
202512,A02173,C09623
202512,A02174,C00777
202512,A02174,C07048
202512,A02175,C03622
202512,A02176,C01613
202512,A02177,C07844
202512,A02177,C03371
202512,A02177,C09326
202512,A02178,C09456
202512,A02178,C04364
202512,A02178,C00068
202512,A02179,C06600
202512,A02179,C09531
202512,A02179,C07777
202512,A02180,C01595
202512,A02180,C05177
202512,A02181,C06297
202512,A02181,C00580
202512,A02182,C00239
202512,A02182,C09766
202512,A02183,C00509
202512,A02183,C00805
202512,A02184,C07943
202512,A02185,C09325
202512,A02185,C05351
202512,A02185,C03058
202512,A02186,C02927
202512,A02187,C00716
202512,A02187,C08085
202512,A02187,C09967
202512,A02188,C05049
202512,A02188,C04282
202512,A02189,C01576
202512,A02190,C02079
202512,A02190,C06012
202512,A02191,C08109
202512,A02192,C04808
202512,A02193,C05169
202512,A02193,C03460
202512,A02194,C07052
202512,A02194,C07293
202512,A02195,C00917
202512,A02196,C02786
202512,A02196,C03109
202512,A02196,C00431
202512,A02197,C03846
202512,A02197,C08264
202512,A02197,C04116
202512,A02198,C07641
202512,A02198,C00226
202512,A02198,C02791
202512,A02199,C04343
202512,A02199,C08762
202512,A02200,C06101
202512,A02200,C04046
202512,A02201,C05390
202512,A02202,C02883
202512,A02202,C07040
202512,A02203,C01212
202512,A02203,C05751
202512,A02204,C03270
202512,A02205,C07332
202512,A02206,C05180
202512,A02207,C01726
202512,A02207,C02370
202512,A02207,C06514
202512,A02208,C06616
202512,A02208,C04501
202512,A02209,C06577
202512,A02209,C09938
202512,A02209,C07461
202512,A02210,C00621
202512,A02210,C08587
202512,A02210,C08034
202512,A02211,C04014
202512,A02211,C01292
202512,A02212,C02955
202512,A02212,C04312
202512,A02212,C02061
202512,A02213,C04307
202512,A02213,C01745
202512,A02214,C08045
202512,A02214,C00847
202512,A02214,C05299
202512,A02215,C06858
202512,A02216,C04088
202512,A02216,C00677
202512,A02217,C08971
202512,A02217,C01487
202512,A02218,C07263
202512,A02218,C08201
202512,A02219,C07810
202512,A02219,C09581
202512,A02220,C06777
202512,A02220,C02446
202512,A02221,C06570
202512,A02221,C02740
202512,A02222,C02676
202512,A02223,C05106
202512,A02223,C06650
202512,A02223,C07078
202512,A02224,C06692
202512,A02224,C07496
202512,A02225,C01595
202512,A02226,C06770
202512,A02227,C00855
202512,A02227,C00088
202512,A02227,C02168
202512,A02228,C01546
202512,A02228,C02885
202512,A02229,C09834
202512,A02229,C07410
202512,A02229,C04498
202512,A02230,C02435
202512,A02230,C06285
202512,A02230,C03310
202512,A02231,C06367
202512,A02231,C05832
202512,A02231,C08547
202512,A02232,C06342
202512,A02233,C02429
202512,A02233,C05388
202512,A02234,C07589
202512,A02234,C03399
202512,A02234,C04713
202512,A02235,C09045
202512,A02235,C00356
202512,A02235,C09385
202512,A02236,C02804
202512,A02236,C07625
202512,A02236,C02024
202512,A02237,C02856
202512,A02238,C02327
202512,A02238,C02990
202512,A02238,C03659
202512,A02239,C00212
202512,A02239,C02090
202512,A02239,C02819
202512,A02240,C07145
202512,A02240,C09999
202512,A02241,C08170
202512,A02242,C09706
202512,A02242,C07334
202512,A02243,C09739
202512,A02243,C08860
202512,A02244,C07237
202512,A02245,C04168
202512,A02246,C05375
202512,A02247,C08294
202512,A02248,C00633
202512,A02248,C07899
202512,A02249,C04727
202512,A02250,C07686
202512,A02250,C00087
202512,A02251,C00872
202512,A02251,C06737
202512,A02252,C09011
202512,A02252,C07216
202512,A02253,C02453
202512,A02254,C08890
202512,A02255,C09566
202512,A02255,C02176
202512,A02255,C09401
202512,A02256,C04002
202512,A02256,C07516
202512,A02257,C03299
202512,A02258,C06203
202512,A02258,C07952
202512,A02258,C09173
202512,A02259,C07298
202512,A02259,C08650
202512,A02259,C01111
202512,A02260,C00503
202512,A02260,C00397
202512,A02261,C02700
202512,A02262,C01348
202512,A02263,C05320
202512,A02263,C06372
202512,A02264,C09533
202512,A02264,C06515
202512,A02265,C06219
202512,A02266,C03095
202512,A02266,C06558
202512,A02267,C08313
202512,A02268,C03957
202512,A02269,C06613
202512,A02270,C02164
202512,A02271,C05602
202512,A02271,C01903
202512,A02272,C00730
202512,A02272,C05948
202512,A02272,C05928
202512,A02273,C00939
202512,A02273,C06799
202512,A02274,C02024
202512,A02274,C09606
202512,A02275,C06288
202512,A02275,C05396
202512,A02276,C00749
202512,A02277,C02493
202512,A02278,C09038
202512,A02279,C07367
202512,A02280,C09605
202512,A02280,C08293
202512,A02280,C01158
202512,A02281,C02671
202512,A02281,C08990
202512,A02281,C00476
202512,A02282,C02736
202512,A02282,C02359
202512,A02282,C07045
202512,A02283,C01411
202512,A02283,C00073
202512,A02284,C08215
202512,A02285,C02289
202512,A02285,C09043
202512,A02286,C08476
202512,A02286,C06593
202512,A02287,C00104
202512,A02288,C07341
202512,A02288,C00233
202512,A02288,C06424
202512,A02289,C06649
202512,A02289,C03483
202512,A02289,C05507
202512,A02290,C02872
202512,A02290,C08912
202512,A02291,C05106
202512,A02292,C03512
202512,A02293,C08549
202512,A02293,C06974
202512,A02293,C02955
202512,A02294,C06573
202512,A02294,C00809
202512,A02294,C00064
202512,A02295,C07111
202512,A02296,C08103
202512,A02297,C05689
202512,A02297,C06297
202512,A02298,C01142
202512,A02298,C00079
202512,A02299,C04451
202512,A02300,C04442
202512,A02300,C00512
202512,A02301,C03217
202512,A02301,C05067
202512,A02302,C06774
202512,A02302,C08460
202512,A02302,C02226
202512,A02303,C03116
202512,A02303,C05503
202512,A02304,C07040
202512,A02304,C06571
202512,A02304,C03032
202512,A02305,C03164
202512,A02306,C05399
202512,A02306,C02460
202512,A02307,C08698
202512,A02307,C08650
202512,A02307,C09789
202512,A02308,C07833
202512,A02308,C06479
202512,A02309,C04863
202512,A02310,C01571
202512,A02311,C03755
202512,A02312,C06287
202512,A02313,C03646
202512,A02314,C06481
202512,A02314,C07293
202512,A02314,C05120
202512,A02315,C09970
202512,A02315,C08930
202512,A02315,C03248
202512,A02316,C00849
202512,A02316,C02498
202512,A02317,C03582
202512,A02318,C08025
202512,A02319,C07910
202512,A02319,C01048
202512,A02320,C03510
202512,A02321,C09778
202512,A02321,C02165
202512,A02322,C01446
202512,A02323,C01281
202512,A02323,C08471
202512,A02324,C06680
202512,A02325,C08993
202512,A02325,C00767
202512,A02326,C06397
202512,A02326,C00355
202512,A02327,C02859
202512,A02327,C02443
202512,A02328,C09600
202512,A02329,C05077
202512,A02329,C09878
202512,A02330,C08949
202512,A02330,C07830
202512,A02331,C01317
202512,A02331,C06644
202512,A02332,C00787
202512,A02332,C05067
202512,A02333,C01893
202512,A02334,C00248
202512,A02335,C04641
202512,A02336,C01311
202512,A02336,C07360
202512,A02337,C04153
202512,A02338,C00114
202512,A02339,C01571
202512,A02339,C02415
202512,A02339,C03957
202512,A02340,C00316
202512,A02340,C08209
202512,A02341,C05473
202512,A02341,C08163
202512,A02341,C06231
202512,A02342,C08492
202512,A02343,C04014
202512,A02343,C00420
202512,A02344,C06763
202512,A02344,C03119
202512,A02345,C01535
202512,A02346,C03543
202512,A02346,C07969
202512,A02347,C06579
202512,A02347,C06475
202512,A02347,C03970
202512,A02348,C00517
202512,A02348,C06384
202512,A02349,C09038
202512,A02350,C02091
202512,A02350,C01762
202512,A02351,C03353
202512,A02352,C01698
202512,A02352,C02430
202512,A02353,C02510
202512,A02353,C03587
202512,A02354,C00761
202512,A02355,C05468
202512,A02355,C03644
202512,A02356,C05938
202512,A02357,C08155
202512,A02358,C08538
202512,A02359,C06404
202512,A02359,C09384
202512,A02360,C09756
202512,A02360,C04153
202512,A02360,C05011
202512,A02361,C02552
202512,A02362,C00141
202512,A02362,C05873
202512,A02363,C05380
202512,A02363,C00637
202512,A02364,C08946
202512,A02364,C04914
202512,A02365,C00289
202512,A02365,C08055
202512,A02366,C07065
202512,A02366,C05246
202512,A02366,C09158
202512,A02367,C09718
202512,A02367,C08644
202512,A02367,C04324
202512,A02368,C04575
202512,A02369,C04822
202512,A02369,C00913
202512,A02369,C02595
202512,A02370,C08047
202512,A02370,C03832
202512,A02371,C05278
202512,A02371,C07262
202512,A02372,C04271
202512,A02373,C07999
202512,A02374,C07578
202512,A02374,C01301
202512,A02374,C03891
202512,A02375,C06147
202512,A02375,C00526
202512,A02375,C09360
202512,A02376,C08336
202512,A02376,C00930
202512,A02377,C09098
202512,A02378,C03041
202512,A02378,C07378
202512,A02379,C03165
202512,A02379,C06884
202512,A02380,C00098
202512,A02381,C09873
202512,A02381,C00138
202512,A02382,C06245
202512,A02382,C00942
202512,A02382,C01583
202512,A02383,C05098
202512,A02384,C02188
202512,A02385,C08776
202512,A02385,C01878
202512,A02386,C08127
202512,A02386,C04753
202512,A02386,C01205
202512,A02387,C05626
202512,A02388,C09813
202512,A02388,C04670
202512,A02389,C08054
202512,A02389,C03989
202512,A02390,C05316
202512,A02390,C09492
202512,A02390,C03073
202512,A02391,C05714
202512,A02391,C02599
202512,A02392,C00779
202512,A02393,C00510
202512,A02393,C03555
202512,A02393,C01263
202512,A02394,C05895
202512,A02394,C02440
202512,A02394,C02559
202512,A02395,C03597
202512,A02396,C09542
202512,A02397,C02322
202512,A02398,C06767
202512,A02399,C00982
202512,A02400,C05368
202512,A02400,C09866
202512,A02401,C06677
202512,A02402,C06835
202512,A02402,C02520
202512,A02403,C02315
202512,A02403,C00519
202512,A02404,C09385
202512,A02404,C03338
202512,A02405,C06616
202512,A02405,C03342
202512,A02405,C05636
202512,A02406,C06640
202512,A02406,C00081
202512,A02407,C02670
202512,A02407,C05759
202512,A02408,C06698
202512,A02408,C04158
202512,A02409,C00833
202512,A02410,C08348
202512,A02410,C06868
202512,A02411,C05618
202512,A02411,C03040
202512,A02412,C02772
202512,A02413,C04564
202512,A02413,C06849
202512,A02414,C06174
202512,A02415,C05691
202512,A02415,C02166
202512,A02415,C08471
202512,A02416,C06595
202512,A02417,C02669
202512,A02417,C04806
202512,A02418,C04901
202512,A02418,C03805
202512,A02419,C02884
202512,A02420,C05382
202512,A02420,C09659
202512,A02421,C08068
202512,A02421,C05925
202512,A02422,C01299
202512,A02422,C09329
202512,A02422,C03245
202512,A02423,C01801
202512,A02423,C01128
202512,A02424,C06794
202512,A02424,C04516
202512,A02424,C09762
202512,A02425,C06593
202512,A02425,C07014
202512,A02426,C07495
202512,A02426,C06267
202512,A02427,C03272
202512,A02427,C01696
202512,A02428,C06407
202512,A02428,C09532
202512,A02429,C00859
202512,A02430,C08920
202512,A02430,C07927
202512,A02430,C06063
202512,A02431,C02440
202512,A02431,C04764
202512,A02431,C07649
202512,A02432,C02064
202512,A02433,C01311
202512,A02433,C08698
202512,A02434,C08989
202512,A02435,C09670
202512,A02435,C03251
202512,A02436,C09885
202512,A02437,C02276
202512,A02438,C04568
202512,A02438,C04731
202512,A02438,C03212
202512,A02439,C00692
202512,A02440,C01851
202512,A02441,C06250
202512,A02441,C06115
202512,A02442,C09400
202512,A02442,C08603
202512,A02443,C08835
202512,A02444,C06567
202512,A02445,C02450
202512,A02446,C00114
202512,A02447,C01715
202512,A02447,C02274
202512,A02447,C02596
202512,A02448,C00332
202512,A02448,C06915
202512,A02448,C07864
202512,A02449,C08752
202512,A02449,C06052
202512,A02449,C00288
202512,A02450,C03942
202512,A02450,C09241
202512,A02450,C00631
202512,A02451,C07102
202512,A02452,C09492
202512,A02452,C07188
202512,A02453,C08687
202512,A02453,C07852
202512,A02454,C05345
202512,A02455,C03214
202512,A02456,C05176
202512,A02456,C06449
202512,A02457,C01131
202512,A02457,C03428
202512,A02458,C07235
202512,A02458,C07610
202512,A02459,C09641
202512,A02460,C08213
202512,A02461,C09823
202512,A02462,C04716
202512,A02463,C07116
202512,A02463,C06356
202512,A02464,C00351
202512,A02465,C04451
202512,A02466,C00437
202512,A02467,C00977
202512,A02468,C05635
202512,A02468,C06999
202512,A02469,C00633
202512,A02470,C05755
202512,A02470,C06394
202512,A02470,C03639
202512,A02471,C00219
202512,A02471,C01914
202512,A02472,C06654
202512,A02472,C09740
202512,A02473,C04557
202512,A02473,C09592
202512,A02473,C04056
202512,A02474,C04324
202512,A02474,C09980
202512,A02475,C01169
202512,A02475,C09671
202512,A02476,C03738
202512,A02476,C06253
202512,A02477,C08024
202512,A02477,C03082
202512,A02478,C04964
202512,A02478,C04820
202512,A02479,C09230
202512,A02480,C09648
202512,A02481,C07364
202512,A02482,C06070
202512,A02483,C00180
202512,A02484,C04012
202512,A02484,C02432
202512,A02485,C06423
202512,A02485,C00939
202512,A02485,C01521
202512,A02486,C00274
202512,A02487,C01097
202512,A02487,C05484
202512,A02488,C08700
202512,A02488,C05652
202512,A02489,C05459
202512,A02489,C07550
202512,A02490,C03223
202512,A02490,C06388
202512,A02490,C05531
202512,A02491,C07181
202512,A02491,C04775
202512,A02492,C07611
202512,A02492,C00296
202512,A02493,C08983
202512,A02493,C01940
202512,A02494,C05618
202512,A02494,C06777
202512,A02495,C07059
202512,A02495,C05146
202512,A02496,C00423
202512,A02497,C02953
202512,A02497,C06743
202512,A02498,C00392
202512,A02499,C03108
202512,A02500,C06645
202512,A02501,C04766
202512,A02502,C06656
202512,A02503,C01267
202512,A02503,C02536
202512,A02504,C00685
202512,A02505,C01148
202512,A02506,C05759
202512,A02506,C04166
202512,A02507,C04246
202512,A02507,C02356
202512,A02507,C00967
202512,A02508,C04552
202512,A02508,C03500
202512,A02509,C02305
202512,A02510,C01838
202512,A02511,C00888
202512,A02511,C04492
202512,A02512,C05938
202512,A02513,C05953
202512,A02513,C06453
202512,A02514,C04605
202512,A02514,C01109
202512,A02515,C02393
202512,A02515,C00883
202512,A02515,C01227
202512,A02516,C00016
202512,A02516,C03350
202512,A02517,C03763
202512,A02517,C01265
202512,A02518,C08295
202512,A02518,C00001
202512,A02519,C03911
202512,A02519,C08882
202512,A02519,C05884
202512,A02520,C05100
202512,A02520,C06647
202512,A02520,C05314
202512,A02521,C05621
202512,A02521,C02384
202512,A02522,C07415
202512,A02522,C01592
202512,A02522,C07504
202512,A02523,C09509
202512,A02523,C08011
202512,A02523,C01655
202512,A02524,C01602
202512,A02524,C00672
202512,A02524,C03916
202512,A02525,C04222
202512,A02526,C07138
202512,A02526,C07452
202512,A02527,C08213
202512,A02528,C08596
202512,A02528,C01765
202512,A02529,C02016
202512,A02529,C07359
202512,A02530,C01708
202512,A02531,C03728
202512,A02532,C04495
202512,A02532,C07110
202512,A02532,C07703
202512,A02533,C04321
202512,A02534,C08036
202512,A02534,C05299
202512,A02534,C07027
202512,A02535,C04153
202512,A02536,C04043
202512,A02536,C04659
202512,A02537,C04530
202512,A02537,C00472
202512,A02538,C09207
202512,A02539,C09425
202512,A02540,C01589
202512,A02540,C01411
202512,A02541,C05993
202512,A02541,C01071
202512,A02541,C05776
202512,A02542,C05956
202512,A02542,C01539
202512,A02542,C08107
202512,A02543,C09523
202512,A02543,C08950
202512,A02544,C03308
202512,A02544,C01854
202512,A02545,C06650
